CESU Name,Federal Agency,Fiscal Year,Award Number,Local Number,Partner,Location,Project Title,Type,Discipline,Initial Amount,Added Amount,Total Amount,Partner Principal Investigator First Name,Partner Principal Investigator Last Name,Federal Tech Rep First Name,Federal Tech Rep Last Name,Federal Project Lead First Name,Federal Project Lead Last Name,Students Involved,Sensitive Data,Description,Notes,Received Date,Reviewed Date,Approved Date,Start Date,End Date,Project Status,Awarding Office,Modification Status,Modification Number,Modification Type,Modification Approved Date,Deliverables Received,Files
Colorado Plateau (COPL),National Park Service,2003,2370030147,CSU-063,Colorado State University,NPS,Inventory & Monitoring Natural Resources Status & Trends,Technical Assistance,Natural,"$51,000.00",$0.00,"$51,000.00",Jim,Loftis,Lisa,Nelson,,,No,No,,"FINAL REPORT APPLIES TO CSU-057/063/074, WASO TO 04-02",,,,7/1/03,9/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,2370030152,CSU-065,Colorado State University,NPS,Information TechNology Support for Natural Resources Program Center,Technical Assistance,Natural,"$214,000.00",$0.00,"$214,000.00",Jim,Loftis,Ken,Bernitt,,,No,No,,,,,,7/1/03,9/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,2370030169,CSU-068,Colorado State University,NRPC,Guidance & Technical Support to NRPC,Technical Assistance,Natural,"$12,000.00",$0.00,"$12,000.00",Jim,Loftis,Mike,Whatley,,,No,No,,,,,,5/1/03,9/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,2370030197,CSU-077,Colorado State University,NRPC,Guidance & Technical Support to NRPC,Technical Assistance,Natural,"$65,000.00",$0.00,"$65,000.00",Jim,Loftis,Marianne,Tucker,,,No,No,,,,,,1/1/03,9/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,2370030222,CSU-083,Colorado State University,NRPC,Guidance & Technical Support to NRPC,Educational,Natural,"$45,000.00",$0.00,"$45,000.00",Jim,Loftis,Gary,Williams,,,No,No,,,,,,1/1/03,9/30/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,4525037053,ASU-007,Arizona State University,ROVA,Administrative History,Research,Cultural,"$49,904.00",$0.00,"$49,904.00",Jannelle,Warren-Findley,Paul,Weinbaum,,,No,No,,,,,,6/30/03,8/30/08,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,7160D011,MNA-005,Museum of Northern Arizona,NAVA,Collection Management Plan (Part II),Technical Assistance,Cultural,"$8,000.00",$0.00,"$8,000.00",Elaine,Hughes,Brian,Culpepper,,,No,No,,same report as MNA-004,,,,9/1/03,12/31/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,7179030103,NMSU-006,New Mexico State University,CAVE,Tribal Consultation Facilitation,Technical Assistance,Cultural,"$30,000.00",$0.00,"$30,000.00",Richard,Hendricks,Dave,Ruppert,,,No,No,,Closed per Ron Hiebert. Contact Key Official for more info.,,,,9/15/03,12/15/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,739003004,NAU-125,Northern Arizona University,CACH,Mapping & Ruins Documentation - Antelope Ruins,Research,Natural,"$35,939.00",$0.00,"$35,939.00",Christian,Downum,Scott,Travis,,,No,No,,,,,,9/2/03,4/30/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,7400030005,NMSU-004,New Mexico State University,CHCU,"Distribution, Population Dynamics & Herbivory Impacts on Pioneering Elk Herd",Research,Natural,"$30,000.00",$0.00,"$30,000.00",Louis,Bender,Brad,Shattuck,,,Yes,No,,,,,,5/30/03,12/31/07,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,7400030012,UAZ-008,University of Arizona,CHCU,Update Collection Management Plan,Technical Assistance,Cultural,"$22,260.00",$0.00,"$22,260.00",Richard,Lange,Wendy,Bustard,,,No,No,,,,,,9/25/03,6/30/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,7430375CO,MNA-004,Museum of Northern Arizona,NAVA,Collection Management Plan,Technical Assistance,Cultural,"$20,000.00",$0.00,"$20,000.00",Elaine,Hughes,Brian,Culpepper,,,No,No,,,,,,9/1/03,12/31/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,7470030003,NAU-123,Northern Arizona University,WUPA,Administrative History,Technical Assistance,Interdisciplinary,"$7,500.00",$0.00,"$7,500.00",George,Lubick,Paul,Whitefield,,,No,No,,,,,,9/1/03,12/31/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,7470030022,NAU-113,Northern Arizona University,WUPA,"Assessing 140 Years of Juniper Cover & Density Increase via Age/Size Distribution, Stand Structure, Disturbance Records, & Repeat Aerial Photography Analysis",Research,Natural,"$28,100.00",$0.00,"$28,100.00",John Duff,Bailey,Paul,Whitefield,,,No,No,,Activation missing from files.,,,,8/1/03,6/30/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,7470030025,CSU-075,Colorado State University,WACA,Fire History & Landscape Dynamics in Mexican Spotted Owl Habitat,Research,Natural,"$14,900.00",$0.00,"$14,900.00",William,Romme,Paul,Whitefield,,,No,No,,,,,,1/1/03,12/31/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,747003018,NAU-110,Northern Arizona University,WUPA,Assessment of Declining Grassland Whiptail Lizard (Cnemidophorus INornatus),Research,Natural,"$10,000.00",$0.00,"$10,000.00",Rod,Parnell,Paul,Whitefield,,,No,No,,,,,,5/1/03,6/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,747003019,NAU-097,Northern Arizona University,WACA,Mexican Spotted Owl Monitoring,Research,Natural,"$11,977.00",$0.00,"$11,977.00",Gary,Nabhan,Paul,Whitefield,,,No,No,,,,,,5/1/04,1/31/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,747003032,NAU-122,Northern Arizona University,SUCR,Vegetation Succession & Disturbance Impacts,Research,Natural,"$14,500.00",$0.00,"$14,500.00",Tom,Whitham,Paul,Whitefield,,,No,No,,Closed per Ron Hiebert. Contact Key Official for more info.,,,,8/1/03,12/31/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,747003888,MNA-003,Museum of Northern Arizona,SUCR| WUPA,Museum Exhibit Production,Technical Assistance,Interdisciplinary,"$175,618.00",$0.00,"$175,618.00",Paul,Legris,Sue,Fischer,,,No,No,,,,,,12/31/02,5/31/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,747003CMS,NAU-130,Northern Arizona University,WACA,Laser Mapping,Technical Assistance,Cultural,"$51,260.00",$0.00,"$51,260.00",Christian,Downum,Lloyd,Masayumptewa,,,No,No,,Final product submitted on 7 discs,,,,7/1/00,5/15/07,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,7481030051,CSU-084,Colorado State University,CANY,"Larval Fish Cataloging Project for Canyonlands NP, DiNosaur NM and Glen Canyon NRA",Technical Assistance,Interdisciplinary,"$11,600.00",$0.00,"$11,600.00",Darrel,Snyder,Linda,Clement,,,No,No,,"2146-0205-NWZ=$8,500
2146-0203-NWZ=$1,550
2146-0204-NWZ=$1,550",,,,11/1/03,5/31/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,8213030005,NAU-086,Northern Arizona University,GRCA,Archaeological Site Monitoring & Mgmt. Along the Colorado River,Technical Assistance,Cultural,"$45,000.00",$0.00,"$45,000.00",Christian,Downum,Lisa,Leap,,,No,No,,,,,,10/1/02,9/30/03,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,8213030024,NAU-094,Northern Arizona University,GRCA,Archaeological Site Monitoring & Mgmt. Along the Colorado River,Technical Assistance,Cultural,"$20,000.00",$0.00,"$20,000.00",Christian,Downum,Lisa,Leap,,,No,No,,Total funding amount changed to match the hard file on 4/21/09.,,,,10/1/02,9/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,8213030691,NAU-098,Northern Arizona University,GRCA,Assessing Post-Pleistocene Bison Occupation,Research,Natural,"$29,390.00",$0.00,"$29,390.00",Jim,Mead,RV,Ward,,,No,No,,,,,,6/1/03,9/30/08,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,8380030093,NAU-132,Northern Arizona University,MOJA,Inventory of Reptiles,Research,Natural,"$36,000.00",$0.00,"$36,000.00",Rod,Parnell,Bob,Truitt,,,No,No,,,,,,9/1/03,10/1/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,843003011,NAU-115,Northern Arizona University,PEFO,"Revised Geologic & Paleologic Assessment of the Sonsela Sandstone Member, Chinle Formation",Research,Natural,"$12,626.45","$159,441.45","$172,067.90",Ronald,Blakey,William,Parker,,,No,No,,Admin closed 9/21/10,,,,9/1/03,9/30/08,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,843003013,NAU-127,Northern Arizona University,PEFO,Wilderness Area Ceramic Analysis,Research,Cultural,"$7,166.00",$0.00,"$7,166.00",Kelley,Hays-Gilpin,Susan,Wells,,,No,No,,,,,,9/15/03,7/1/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,8548030042,NAU-116,Northern Arizona University,CHIS,Collect & Analyze Native Vegetation Data for Santa Cruz Island Feral Pig Ecological Monitoring,Research,Natural,"$21,020.00",$0.00,"$21,020.00",David,Ostergren,Kate,Faulkner,,,No,No,,Closed per Ron Hiebert. Contact Key Official for more info.,,,,9/1/03,7/15/07,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,8558030020,CSU-081,Colorado State University,SINE| IMDE,"Evaluating Existing Water Quality Information for Vital Signs Water, Quality Monitoring Plan",Technical Assistance,Natural,"$22,000.00",$0.00,"$22,000.00",John,Stednick,Linda,Mutch,,,No,No,,,,,,11/3/03,6/30/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,8650030006,NAU-090,Northern Arizona University,TUZI,Inventory of Reptiles & Amphibians,Research,Natural,"$10,027.00",$0.00,"$10,027.00",Rod,Parnell,Kathy,Davis,,,No,No,,,,,,3/1/03,1/31/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,8650030007,NAU-089,Northern Arizona University,TUZI| MOCA,Evaluation of Prey Base & Habitat Use by Nuisance Rattlesnakes,Research,Natural,"$23,000.00",$0.00,"$23,000.00",Rod,Parnell,Kathy,Davis,,,No,No,,,,,,3/1/03,1/31/06,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,8650030011,ASU-009,Arizona State University,MOCA| TUZO,2003-2004 Visitor Use Study,Research,Cultural,"$29,539.00",$0.00,"$29,539.00",Dave,White,Kerri,Cahill,,,No,No,,,,,,9/15/03,7/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,9360300003,CSU-080,Colorado State University,MIIN,Historical Resource Study,Technical Assistance,Cultural,"$25,000.00",$0.00,"$25,000.00",Mark,Fiege,David,Louter,,,No,No,,,,,,8/1/03,2/28/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,9560030130,CSU-085,Colorado State University,NIFC,Development of Phase 1 Fire Management Model: EcoNomic & Other Analytic Support,Research,Natural,"$141,579.00",$0.00,"$141,579.00",Douglas,Rideout,Stephen,Botti,,,No,No,,final report - No electronic files,,,,8/15/03,12/31/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,CSU-054,CSU-054,Colorado State University,IMDE,Technical Support for Literature Searches and Literature Acquisition,Technical Assistance,Interdisciplinary,"$5,239.00",$0.00,"$5,239.00",James,Detling,Thomas,O'Dell,,,No,No,,,,,,11/22/02,9/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,CSU-055,CSU-055,Colorado State University,BAND,"Assess Ecological, Hydrological, and Geochemical Effects of the Dome Fire on the Capulin Watershed",Research,Natural,"$3,600.00",$0.00,"$3,600.00",William,Clements,Brian,Jacobs,,,No,No,,,,,,10/1/02,9/30/03,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,CSU-060,CSU-060,Colorado State University,ROMO,Continued Monitoring of the Effects of Atmospheric Deposition in Loch Vale,Research,Natural,"$10,000.00",$0.00,"$10,000.00",Jill,Baron,Judy,Visty,,,Yes,No,,Closed per Ron Hiebert. Contact Key Official for more info.,,,,6/1/03,7/1/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,CSU-069,CSU-069,Colorado State University,ROMO,Modeling the Timeline for Acidification from Excess Nitrogen Deposition - Phase II,Research,Natural,"$28,900.00",$0.00,"$28,900.00",Jill,Baron,Judy,Visty,,,Yes,No,,,,,,7/31/03,7/1/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,CSU-070,CSU-070,Colorado State University,ROMO,Relative Importance of Beaver & High Flows in Maintaining Wetland Hydrology in the Kawuneeche Valley,Research,Natural,"$20,000.00",$0.00,"$20,000.00",David,Cooper,Judy,Visty,,,No,No,,,,,,7/31/03,12/31/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,CSU-071,CSU-071,Colorado State University,ROMO,An Evaluation of the Heart of the Rockies Education Program - Phase IV (Final),Research,Interdisciplinary,"$8,784.16",$0.00,"$8,784.16",Barbara,Wallner,Mark,De,,,No,No,,Closed per Ron Hiebert. Contact Judy Visty for more info.,,,,6/15/03,2/28/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,CSU-072,CSU-072,Colorado State University,ROMO,Vegetative Restoration & Revision of  Management Plan in Four Disturbed Areas,Technical Assistance,Natural,"$105,200.00",$0.00,"$105,200.00",Edward,Redente,Carlie,Ronca,,,No,No,,,,,,9/1/02,6/30/06,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,CSU-078,CSU-078,Colorado State University,YELL,Brucella Abortus Survivorship,Research,Natural,"$23,610.00",$0.00,"$23,610.00",David,Grainger,Rick,Wallen,,,No,No,,,,,,8/1/03,10/1/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,CSU-079,CSU-079,Colorado State University,BLCA| CURE,Write Environmental Analysis &  Fire Management Plan,Technical Assistance,Natural,"$7,475.00",$0.00,"$7,475.00",William,Romme,Dangoule,Bockus,,,No,No,,,,,,8/1/03,10/31/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,MNA-006,MNA-006,Museum of Northern Arizona,CAVO,Design and Fabrication of 11 Interpretive Signs at Capulin VolcaNo National Monument,Educational,Interdisciplinary,"$46,000.00",$0.00,"$46,000.00",Sonny,Kuhr,Joyce,Umbach,,,No,No,,"7160-3070-MCE=$15,000
7160-0304-MST=$31,000",,,,9/20/03,6/30/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,NAU-053,,Northern Arizona University,GRCA,Archaeological Site Monitoring & Mgmt. Along the Colorado River,Technical Assistance,Cultural,"$40,797.00",$0.00,"$40,797.00",Christian,Downum,Lisa,Leap,,,No,No,,,,,,10/1/01,9/30/02,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,NAU-078,,Northern Arizona University,IMDE,"Inventory of Past Pinyon-Juniper Grazing History, Fire History & Mgmt. Treatments",Technical Assistance,Natural,"$10,000.00",$0.00,"$10,000.00",Neil,Cobb,Ron,Hiebert,,,No,No,,Closed per Ron Hiebert. Contact Neil Cobb for more info.,,,,10/1/02,12/31/03,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,NAU-080,,Northern Arizona University,CPCESU,Establish Cooperative Ecosystem Studies Unit Office,Technical Assistance,Interdisciplinary,"$15,000.00",$0.00,"$15,000.00",Rod,Parnell,Ron,Hiebert,,,No,No,,Closed per Ron Hiebert. Contact Key Official for more info.,,,,10/1/02,12/31/03,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,NAU-085,,Northern Arizona University,CACH,White House Ruins Survey,Research,Cultural,"$21,848.00",$0.00,"$21,848.00",Christian,Downum,Scott,Travis,,,No,No,,,,,,10/1/02,5/30/03,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,NAU-087,,Northern Arizona University,IMDE,"Education for NPS Professionals; Develop & Deliver a course ""Integrated Fire & Resource Mgmt. Planning""",Educational,Interdisciplinary,"$15,050.00",$0.00,"$15,050.00",Gary,Nabhan,Ron,Hiebert,,,No,No,,,,,,4/1/03,9/30/03,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,NAU-131,,Northern Arizona University,FLETC,Phase 1: Why NPS Rangers Suffer Highest Assault Rate of Federal Agents,Research,Interdisciplinary,"$28,104.00",$0.00,"$28,104.00",Larry,Gould,Dennis,Burnett,,,No,No,,,,,,9/1/03,11/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,NMSU-005,,New Mexico State University,ROMO,Determining movement routes of Rocky Mountain bighorn sheep to and from  Sheep Lakes mineral site,,,"$23,000.00",$0.00,"$23,000.00",Louis,Bender,Terry,Terrell,,,No,No,,,,,,5/15/03,3/1/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2003,USU-007,USU-007,Utah State University,CARE,"Integrated Pest Management, T&E Plant Pollinators",Research,Natural,"$62,974.00",$0.00,"$62,974.00",Diane,Alston,Tom,Clark,,,Yes,No,,Closed per Ron Hiebert. Contact Key Official for more info.,,,,1/1/03,6/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1242030423,NAU-143,Northern Arizona University,GLCA,Inventory of the Vascular Plant Flora of Glen Canyon NRA,Research,Natural,"$25,056.00","$39,447.01","$64,503.01",Tina,Ayers,Anne,Cully,,,Yes,No,,removed At-Risk Status,,,,5/15/04,12/31/06,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1242040023,NAU-181,Northern Arizona University,NPS,Development of Decision Support Tool Prioritizing Sites for Weed Control & Restoration,Research,Natural,"$8,000.00","$118,253.00","$126,253.00",Ron,Hiebert,Lisa,Thomas,,,No,No,,,,,,9/1/04,9/1/09,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1242040426,USU-015,Utah State University,GOSP,Locomotive Accessibility,Educational,Cultural,"$5,469.15",$0.00,"$5,469.15",Byron,Burnham,Melissa,Cobern,,,No,No,,,,,,4/26/04,9/30/04,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1242040432,NAU-145,Northern Arizona University,PEFO,Weed Inventory & Mapping,Technical Assistance,Natural,"$7,359.00",$0.00,"$7,359.00",Gary,Nabhan,Pam,Benjamin,,,No,No,,,,,,5/15/04,11/15/06,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1242040436,NAU-148,Northern Arizona University,TONT,Nuisance Rattlesnake Movements & Behavior,Research,Natural,"$19,900.00",$0.00,"$19,900.00",Rod,Parnell,Shirley,Hoh,,,No,No,,,,,,3/1/02,1/31/06,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1242040613,NAU-136,Northern Arizona University,TONT,"Radio-Telemetry and Ecology of the Arizona Black Rattlesnake (Croatus [oreganus] cerberus) at Tonto National Monument, Arizona",Technical Assistance,Natural,"$10,000.00",$0.00,"$10,000.00",Gary,Nabhan,Shirley,Hoh,,,No,No,,"RYY=$8,000/673=$2,000",,,,4/1/04,4/1/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1242040711,CSU-089,Colorado State University,SAND,Sand Creek Massacre NHS Environmental History,Research,Cultural,"$10,000.00",$0.00,"$10,000.00",Mark,Fiege,Alexa,Roberts,,,No,No,,"7/07/06 PER T JONES, PROJECT CLOSED/No  FINAL PRODUCT.",,,,4/1/04,6/30/06,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1242040805,NAU-180,Northern Arizona University,CPCESU,Establish Cooperative Ecosystem Studies Unit,Technical Assistance,Interdisciplinary,"$13,001.00",$0.00,"$13,001.00",David,Ostergren,Ron,Hiebert,,,No,No,,"Closed per Ron Hiebert. Contact Key Official for more info. Funds expended per L. Hunter, continuations were extended to 12/31/10",,,,9/30/04,12/31/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1242043043,CSU-094,Colorado State University,MULTI,Perform Field/Accuracy Evaluations of Various Remote Sensing Techniques in Identifying Tamarisk,Techinical Assistance,Natural,"$20,000.00",$0.00,"$20,000.00",Thomas,Stohlgren,Pam,Benjamin,,,No,No,,,,,,5/15/04,12/31/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1330040012,UAZCP-012,University of Arizona,BRCA,Historic Structures Report for the UT Parks Company Service Station,Technical Assistance,Cultural,"$25,000.00",$0.00,"$25,000.00",Brooks,Jeffery,Kristin,Legg,,,No,No,,,,,,8/1/04,12/1/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1344040009,MNA-008,Museum of Northern Arizona,CANY,Paleontological Resource Inventory,Technical Assistance,Natural,"$40,000.00",$0.00,"$40,000.00",David,Gillette,Jeff,Troutman,,,No,No,,Funds paid out per Lwright see MNA-016,,,,3/15/04,9/30/08,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1344040047,NAU-166,Northern Arizona University,NCPN,Avifauna Data Certification,Technical Assistance,Natural,"$5,875.00",$0.00,"$5,875.00",David,Ostergren,Thomas,O'Dell,,,No,No,,,,,,9/1/04,12/31/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1350040010,USU-013,Utah State University,CARE,"Integrated Pest Management, T&E Plant Pollinators, Year 3",Research,Natural,"$16,750.00",$0.00,"$16,750.00",Diana,Alston,Tom,Clark,,,Yes,No,,,,,,7/1/04,7/30/05,,,,,,,,
Colorado Plateau (COPL),National Park Service,2004,1350040012,UAZ-010,University of Arizona,CARE,Ripple Rock Nature Center Exhibits,Educational,Interdisciplinary,"$8,200.00",$0.00,"$8,200.00",Beth,Grindell,Cindy,Micheli,,,No,No,,Should have closed with UAZCP-017/same final report,,,,5/30/04,5/15/05,,,,,,,,
