Federal Partner,FY,J Number,Award Number,Continuation of,Partner,Park/Location,Project Title,Key Official (last),Key Official (first),Investigator-L,Investigator-F,Start Date,Stop Date,Project Discipline,Partner Award,Match Amount,Award Amount,Current Funding Amount,Original Award Total,Annual Research & Design Rpt Code,CA Account Number,Account Number,Area/Org,Ext 1,Ext 2,Ext 3,PWE,Description,Fund Source,Project Product,Received,Sent to TIC,Notes,Electronic Version Received,Mod .1 Date,Mod .1 Amount,mod 1 match,Mod .1 Notes,Mod .2 Date,Mod .2 Amount,mod 2 match,Mod .2 Notes,Mod .3 Date,Mod .3 Amount,mod 3 match,Mod .3 Notes,Mod .4 Date,Mod .4 Amount,mod 4 match,Mod .4 Notes,Mod .5 Date,Mod .5 Amount,mod 5 match,Mod .5 Notes,Mod .6 Date,Mod .6 Amount,mod 6 match,Mod .6 Notes,Project Type,project supported students,Student Status,Sensitive Data,Funding Amount,NPS Closed,Principle Investigator Name,Key Official Name
National Park Service (NPS),2001,,CSU-032,,Colorado State University (CSU),ROMO,Landscape-Scale Fire Patterns in the Ponderosa Pine/Upland Scrub System,Visty,Judy,Savidge,Julie,2001-08-01 00:00,2006-09-01 00:00,Natural,,,"$138,854.00 ","$138,854.00 ",,,,,,,,,,,,Final Report,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Research,0,0,0,,1,Julie Savidge,Judy Visty
Bureau of Land Management (BLM),2005,,JSA041003-013,,Utah State University (USU),,A Transparent Remote Sensing Based Rangelands Monitoring Protocol for Box Elder County,,,,,2005-09-30 00:00,2006-09-30 00:00,,$0.00 ,$0.00 ,"$52,221.00 ","$52,221.00 ","$52,221.00 ",0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
Bureau of Reclamation (BOR),2005,,9-FG-40-81-0143,,Northern Arizona University (NAU),,Geomorphology and Archaeology of Glen Canyon Reach,,,Anderson,Kirk,2005-03-01 00:00,2006-01-01 00:00,,$0.00 ,$0.00 ,"$20,000.00 ","$20,000.00 ","$20,000.00 ",0,,,BIL35PL,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Department of Defense (DOD),2003,,N68711-02-LT-00047,,Northern Arizona University (NAU),,Mexican Spotted Owl Surveys,,,Johnson,Matthew,2003-09-26 00:00,2005-02-28 00:00,,$0.00 ,$0.00 ,"$30,000.00 ","$30,000.00 ","$30,000.00 ",0,,,CSE35FW,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2006,,68-0436-6-108,,Oregon State University (OSU),,Association between Sage-Grouse Nesting and Brood-Rearing Habitat and Livestock Grazing in Central Oregon.,,,Stringham,Tamzen,2006-09-15 00:00,2007-09-30 00:00,,$0.00 ,$0.00 ,"$29,844.00 ","$29,844.00 ","$29,844.00 ",0,68-3A75-4-155,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2006,,68-0436-6-109,,Oregon State University (OSU),,Management of Weed Seed Germination and Establishment on Rangelands,,,Larson,Larry,2006-09-15 00:00,2009-09-30 00:00,,$0.00 ,$0.00 ,"$29,546.00 ","$29,546.00 ","$29,546.00 ",0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2006,,68-0436-6-110,,Oregon State University (OSU),,Himalayan Blackberry to Goat Browsing and Mechanical Mowing,,,Borman,Michael,2006-09-15 00:00,2009-09-30 00:00,,$0.00 ,$0.00 ,"$16,500.00 ","$16,500.00 ","$16,500.00 ",0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2006,,68-0436-6-126,,Oregon State University (OSU),,"Ecosystem Stability, Thresholds of Change, and Overstory-Understory Interactions: Evaluating Ponderosa Pine Ecosystems in the Blue Mountains of Oregon",,,Krueger,William,2006-09-15 00:00,2007-09-30 00:00,,$0.00 ,$0.00 ,"$18,500.00 ","$18,500.00 ","$18,500.00 ",0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2007,,68-0436-7-062,,Oregon State University (OSU),,"Development of Integrated Pest Management Guidelines, using wheat in the Columbia Basin as a model",,,Jepsen,Paul,2007-05-01 00:00,2007-09-01 00:00,,$0.00 ,$0.00 ,"$35,979.00 ","$35,979.00 ","$35,979.00 ",0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Forest Service (USFS),2005,,05-JV-11221607-258,,Northern Arizona University (NAU),,Effects of Fire and Thinning on Nest-site Selection and Foraging Behavior of Western Bluebirds,,,Sisk,Thomas,2005-09-19 00:00,2007-12-31 00:00,,$0.00 ,$0.00 ,"$8,000.00 ","$8,000.00 ","$8,000.00 ",0,,,ENV34CY,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Geological Survey (USGS),2005,,04052WS002,,Northern Arizona University (NAU),,"Climate Change, Environment, and Invasive Forbs in the Arid West",,,Nabhan,Gary,2005-01-21 00:00,2005-11-30 00:00,,$0.00 ,$0.00 ,"$77,561.00 ","$77,561.00 ","$77,561.00 ",0,,,CSE35NX,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Geological Survey (USGS),2005,,04052WS006,,Northern Arizona University (NAU),,Facilitation and Coordination of a Socioeconomic Protocol Evaluation Panel Review,,,Nabhan,Gary,2005-09-01 00:00,2006-08-31 00:00,,$0.00 ,$0.00 ,"$29,132.00 ","$29,132.00 ","$29,132.00 ",0,,,CSE35RQ,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Geological Survey (USGS),2005,,04052WS007,,Northern Arizona University (NAU),,Effects of Human-Modified Habitats on Rattlesnakes in Arizona National Parks,,,Nabhan,Gary,2005-09-01 00:00,2007-12-31 00:00,,$0.00 ,$0.00 ,"$15,001.00 ","$15,001.00 ","$15,001.00 ",0,,,CSE35RG,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Geological Survey (USGS),2006,,04052WS011,,Northern Arizona University (NAU),,Conservation of Pumas at Five Southern Colorado Plateau NPS Areas,,,Hart,Jan,2005-11-01 00:00,2007-07-30 00:00,,$0.00 ,$0.00 ,"$25,622.00 ","$25,622.00 ","$25,622.00 ",0,,,CSE35SP,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Geological Survey (USGS),2004,,04052WS001,,Northern Arizona University (NAU),,Basic Operations of the Colorado Plateau 2004 - 2005,,,Nabhan,Gary,2004-09-29 00:00,2007-09-30 00:00,,$0.00 ,$0.00 ,"$284,171.00 ","$284,171.00 ","$100,733.00 ",0,,04WRAG0052,"CSE35NM, CSE35QF",,,,,,,,,,,0,2004-10-22 00:00,$0.00 ,$0.00 ,This modification is to include the official award document.,,$0.00 ,$0.00 ,Documentation for Mod 2 is missing.,,$0.00 ,$0.00 ,Documentation for Mod 3 is missing.,2006-07-28 00:00,"$54,349.00 ",$0.00 ,"This modification increases the budget by $54,349. The new budget total is $251,519. The period of performance is extended from 9/28/2005 to 9/30/2007.",2006-10-06 00:00,"$32,652.00 ",$0.00 ,"This increases the budget by $32,652.00.",,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Geological Survey (USGS),2005,,04052WS005,,Northern Arizona University (NAU),,Research Station Science Support - Colorado Plateau and Canyonlands Research Stations,,,Nabhan,Gary,2005-07-01 00:00,2006-06-03 00:00,,$0.00 ,$0.00 ,"$56,377.00 ","$56,377.00 ","$56,377.00 ",0,,04WRAG0052,CSE35QX,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2011,,68-7482-11-525,,Colorado State University (CSU),,Detrended Kriging Spatial Climate Date Distribution Model,,,Garcia,Luis,2011-07-01 00:00,2012-09-30 00:00,,$0.00 ,$0.00 ,"$195,750.00 ","$195,750.00 ","$195,750.00 ",0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2011,,68-7482-11-526,,Colorado State University (CSU),,USDA-NRCS Rapid Assessment of U.S. Soil Carbon for Conservation Planning and Modeling,,,Kelly,Eugene,2011-07-01 00:00,2013-09-30 00:00,,$0.00 ,$0.00 ,"$24,747.00 ","$34,747.00 ","$24,747.00 ",0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2011,,68-7482-11-553,,Colorado State University (CSU),,OMS Support of CDSI Tools,,,Garcia,Luis,2011-09-28 00:00,2013-09-30 00:00,,$0.00 ,$0.00 ,"$40,000.00 ","$440,000.00 ","$40,000.00 ",0,,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,,
Bureau of Land Management (BLM),2012,,L11AC20286,,Northern Arizona University (NAU),,AZ Old Spanish National Historic Trail Recreation Assessment,,,Foti,Pam,2011-09-01 00:00,2016-09-30 00:00,,$0.00 ,$0.00 ,"$10,000.00 ","$10,000.00 ","$10,000.00 ",0,,,GGR3EYQ,,,,,,,,,,,0,2012-06-11 00:00,$0.00 ,$0.00 ,Terms of the contract revised. See modification on shared drive.,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,1,,0,,0,Pamela Foti,
National Park Service (NPS),2001,,CSU-025,,Colorado State University (CSU),ROMO,Visitor Use in Wilderness,Devine,Tim,Titre,John,2001-03-01 00:00,2003-09-30 00:00,Social,,,"$91,943.00 ","$91,943.00 ",,,,,,,,,,,,Final Report,3/1/2004,5/12/2005,,0,,,,,,,,,,,,,,,,,,,,,,,,,Research,0,0,0,,1,John Titre,Tim Devine
National Park Service (NPS),2000,,CSU-021,,Colorado State University (CSU),ROMO,The Working Cache la Pourdre: The Evolving Landscape of a Western River,Visty,Judy,Bertschy,William,2000-09-01 00:00,2001-10-01 00:00,Cultural,,,"$55,500.00 ","$55,500.00 ",,,,,,,,,,,,Final Report,3/31/07,,"Final Report= 2 pubs: 1) The Cache Lsa Poudre Corridor; The Evolution of a Western River Landscape, and 2) Administrative Alternatives for the Cache La Poudre River Corridor",0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,William Bertschy,Judy Visty
National Park Service (NPS),2001,,Sep-01,,Washington Support Office (WASO),NRID,Continuation of Inventory & Monitoring Natural Resources Status & Trends in the NP System,Williams,Gary,Kelly,Gene,2001-05-01 00:00,2004-05-13 00:00,Natural,,,"$55,000.00 ","$55,000.00 ",,,,CA 2380-99-001,N/A,,,,,,,I&M Database Mgmt. Plan,2/28/07,,Closed per Ron Hiebert. Contact Key Official for more info.,0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,Gene Kelly,Gary Williams
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2012,,68-7482-12-507,,Colorado State University (CSU),,Expansion and Further Development of COMET-Farm; A Farm and Ranch Decision Support Tool for Greenhouse Gas Emissions and Carbon Sequestration,Chambers,Adam,Paustian,Keith,2012-06-12 00:00,2015-06-30 00:00,,$0.00 ,$0.00 ,"$698,307.00 ","$1,048,307.00 ","$698,307.00 ",0,,,,,,,,,,,,,,0,,"$350,000.00 ",$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,Kieith Paustian,Adam Chambers
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2013,,68-7482-13-518,,Colorado State University (CSU),,OMS Support of CDSI Tools,Binder,Robin,Olaf,David,2013-09-27 00:00,2014-09-30 00:00,,$0.00 ,$0.00 ,$0.00 ,"$400,000.00 ",$0.00 ,0,68-7482-13-518,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,David Olaf,Robin Binder
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2013,,68-7482-13-520,,Colorado State University (CSU),, Integrated Erosion Tool for the NRCS customer Service Toolkit (or S&T Tools Portal),Binder,Robin,Garcia,Luis,2013-09-18 00:00,2014-09-30 00:00,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,"$140,000.00 ",0,68-7482-13-520,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,Luis Garcia,Robin Binder
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2012,,68-7482-12-533,,Utah State University (USU),,Pocket Guide Sagebrush,,,Gilgert,Wendell,2012-09-30 00:00,2014-07-31 00:00,Natural,$0.00 ,$0.00 ,$0.00 ,"$30,000.00 ","$30,000.00 ",0,,68-7482-12-533,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,Wendell Gilgert,Marcus Miller
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2011,,68-7482-11-536,,Oregon State University (OSU),,Rapid Assessment of Soil Carbon Assistance for MLRA 1 Soil Survey Region,,,Austin,Will,2011-09-02 00:00,2012-06-30 00:00,Natural,$0.00 ,$0.00 ,"$20,000.00 ","$20,000.00 ","$20,000.00 ",0,68-7482-11-536,,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,Will Austin,Steve Monteith
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2011,,68-7482-11-537,,Oregon State University (OSU),,Lesser Prairie Chicken Initiative,,,Edge,Daniel,2011-08-16 00:00,2013-02-28 00:00,Natural,$0.00 ,$0.00 ,"$200,000.00 ","$200,000.00 ","$200,000.00 ",0,,68-7482-11-537,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,Daniel Edge,Danielle Flynn
United States Department of Agriculture - Natural Resources Conservation Service (USDA-NRCS),2011,,68-7482-11-538,,Oregon State University (OSU),,Develop 1981-2010 Normal Precipitation Maps for the Conterminous United States,,,Daly,Chris,2011-09-01 00:00,2013-06-30 00:00,Natural,$0.00 ,$0.00 ,"$220,000.00 ","$220,000.00 ","$220,000.00 ",0,,68-7482-11-538,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,Chris Daly,Carolyn Olson
National Park Service (NPS),2001,,Nov-01,,Washington Support Office (WASO),WRD,"Establishing the Status & Trends of Impaired, Threatened & Outstanding National/State Resource Waters in The NP System",Tucker,Dean,Loftis,Jim,2001-06-01 00:00,2005-09-30 00:00,Natural,,,"$100,000.00 ","$100,000.00 ",,,,CA 2380-99-001,N/A,,,,,,,N/R,2/28/07,,Closed per Ron Hiebert. Contact Key Official for more info.,0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,Jim Loftis,Dean Tucker
National Park Service (NPS),2001,,2001-15,,Washington Support Office (WASO),NRID,Continuation of Inventory & Monitoring Natural Resources Status & Trends in the NP System,Gregson,Joe,Loftis,Jim,2001-07-01 00:00,2003-04-30 00:00,Natural,,,"$130,000.00 ","$130,000.00 ",,,,CA 2380-99-001,N/A,,,,,,,N/R,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,Jim Loftis,Joe Gregson
National Park Service (NPS),2001,,2001-17,,Washington Support Office (WASO),"NRID, BRMD",Provide  the Latest Information Technology (IT) Available to the NRPC of the NPS - Synthesis Database,Gregory,Rich,Loftis,Jim,2001-10-01 00:00,2003-09-30 00:00,Natural,,,"$160,000.00 ","$160,000.00 ",,,,CA 2380-99-001,N/A,,,,,,,N/R,2/28/07,,Closed per Ron Hiebert. Contact Jerry Mitchellfor more info.,0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,Jim Loftis,Rich Gregory
National Park Service (NPS),2001,,2001-19,,Washington Support Office (WASO),WRD,"Investigation & Interpretation of the Source, Fate & Significance of Aquatic Contaminants in Units of the NPS",Rosenlieb,Gary,Hannah,Judith,2001-08-01 00:00,2002-09-30 00:00,Natural,,,"$73,318.00 ","$73,318.00 ",,,,CA 2380-99-001,N/A,,,,,,,Reports to Parks,2/28/07,,Closed per Ron Hiebert. Contact Key Official for more info.,0,,,,,,,,,,,,,,,,,,,,,,,,,Research,0,0,0,,1,Judith Hannah,Gary Rosenlieb
National Park Service (NPS),2001,,2001-26,,Washington Support Office (WASO),WRD,Establishment of Baseline Water Quality Conditions in NP System,Rosenlieb,Gary,Hanna,Judy,1994-10-01 00:00,2002-09-30 00:00,Natural,,,"$100,000.00 ","$100,000.00 ",,,,CA 2380-99-001,N/A,,,,,,,Final Report,2/28/07,,Closed per Ron Hiebert. Contact Key Official for more info.,0,,,,,,,,,,,,,,,,,,,,,,,,,Research,0,0,0,,1,Judith Hannah,Gary Rosenlieb
National Park Service (NPS),2001,,2001-28,,Washington Support Office (WASO),WRD,"Establishing the Status & Trends of Impaired, Threatened & Outstanding National/State Resource Waters in The NP System",Tucker,Dean,Loftis,Jim,2001-06-01 00:00,2005-09-30 00:00,Natural,,,"$90,000.00 ","$90,000.00 ",,,,CA 2380-99-001,N/A,,,,,,,N/R,2/28/07,,"Closed per Ron Hiebert. Contact Key Official for more info.
-3/26/07 2005 ANNUAL REPORT RECEIVED",0,,,,,,,,,,,,,,,,,,,,,,,,,Research,0,0,0,,1,Jim Loftis,Dean Tucker
National Park Service (NPS),2001,,2001-53,,Washington Support Office (WASO),"ARD, GRD","Technology-Enabled Air Resources & Geologic Resources Education of NPS Staff, NPS Partners, & the Public",Garnand,Doug,Loftis,Jim,2001-10-01 00:00,2004-09-30 00:00,Natural,,,"$53,013.00 ","$53,013.00 ",,,2380-99-001,,N/A,,,,,,,Final Report,Sent 10/12/05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Educational,0,0,0,,1,Jim Loftis,Doug Garnand
National Park Service (NPS),2001,,2001-20,,Washington Support Office (WASO),HAFE,NP Visitor Experience Study,Vaughn,Sam,Eisenberger,Robert,2000-10-01 00:00,2002-04-30 00:00,Social,,,"$30,000.00 ","$30,000.00 ",,,,CA 2380-99-001,N/A,,,,,,,Analysis of Data Collected,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Research,0,0,0,,1,Robert Eisenberger,Sam Vaughn
National Park Service (NPS),2001,,2001-21,,Washington Support Office (WASO),NPS,Topic Reports for the NPS Comprehensive Study of the American Public,Hiebert,Ron,Solop,Fred,2001-02-25 00:00,2001-09-24 00:00,Social,,,"$20,000.00 ","$20,000.00 ",,,,CA 2380-99-001,N/A,,,,,,,Analysis of Data Collected,see Notes,,Closed per Ron Hiebert,0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,Fred Solop,Ron Hiebert
National Park Service (NPS),2001,,2001-50,,Washington Support Office (WASO),ARD,Image Display,Scruggs,Mark,Fox,Doug,2001-09-01 00:00,2002-09-30 00:00,Natural,,,"$795,032.00 ","$795,032.00 ",,,,CA 2380-99-001,N/A,,,,,,,Analysis of Data Collected,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,Doug Fox,Mark Scruggs
National Park Service (NPS),2001,,2001-51,,Washington Support Office (WASO),ARD,Statistical Analyses Related to Air Quality,Scruggs,Mark,Iyer,Harrihran,2001-09-01 00:00,2002-09-30 00:00,Natural,,,"$73,337.00 ","$73,337.00 ",,,,CA 2380-99-001,N/A,,,,,,,Analysis of Data Collected,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,Harrihran Iyer,Mark Scruggs
National Park Service (NPS),2001,,2001-52,,Washington Support Office (WASO),ARD,Analysis of Bravo,Scruggs,Mark,Kreidenweis,Sonia,2001-09-01 00:00,2002-09-30 00:00,Natural,,,"$320,000.00 ","$320,000.00 ",,,,CA 2380-99-001,N/A,,,,,,,Analysis of Data Collected,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Technical Assistance,0,0,0,,1,Sonia Kreidenweis,Mark Scruggs
Bureau of Land Management (BLM),2010,,L10AC20359,,Northern Arizona University (NAU),,Sonoran Desert & Ironwood Forest National Monuments (BLM): Recreation Impact Assessment System,,,Foti,Pam,2010-09-01 00:00,2015-08-31 00:00,Natural,$0.00 ,$0.00 ,"$35,000.00 ",$0.00 ,"$35,000.00 ",0,,,,,,,,,,,,,,0,2011-04-25 00:00,"$10,000.00 ",$0.00 ,,2010-08-24 00:00,"$50,000.00 ",$0.00 ,,2011-10-03 00:00,"$20,073.00 ",$0.00 ,,2012-03-01 00:00,$0.00 ,$0.00 ,Mods 4 & 5 reallocation-6 is reports,2012-07-27 00:00,"$50,000.00 ",$0.00 ,MOD#7,2014-05-09 00:00,"$235,000.00 ",$0.00 ,MODS#8-14,,1,,0,,0,Pamela Foti,Dave Scarbrough
United States Geological Survey (USGS),2012,,G12AC20170,,Northern Arizona University (NAU),,Long Term Monitoring of Sediment Resources in the Colorado River Ecosystem,,,,,2012-07-01 00:00,2014-06-30 00:00,,$0.00 ,$0.00 ,"$425,027.00 ","$425,027.00 ","$425,027.00 ",0,,,GLG3EZR,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,Rod Parnell,
United States Geological Survey (USGS),2012,,G12AC20255,,Northern Arizona University (NAU),,Trans Specific Drivers of Variation in Forecasted Distributional Changes of Southwest Birds and Reptiles,,,Johnson,Matthew,2012-08-01 00:00,2014-06-30 00:00,,$0.00 ,$0.00 ,"$98,430.00 ","$98,317.13 ","$98,430.00 ",3,G12AC20255,G12AC20255,1001894,,,,,,,,,,,0,,$0.00 ,$0.00 ,,2014-12-12 00:00,$0.00 ,$0.00 ,Reallocation,2015-04-29 00:00,$0.00 ,$0.00 ,Deobligation unused funds to close out,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,Matthew Johnson,Dave Mattson
United States Department of Agriculture (DOA),2012,,W912G-12-2-0056,,Northern Arizona University (NAU),,San Clemente Island Land Snail Study,,,,,2012-09-30 00:00,2013-09-29 00:00,,$0.00 ,$0.00 ,"$22,285.00 ","$22,285.00 ","$22,285.00 ",0,W912DY-09-2-0020,W912G-12-2-0056,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,0,,0,,0,Neil Cobb,
Bureau of Land Management (BLM),2012,,R12AC80912,,Northern Arizona University (NAU),,Assessing Evapotranspiration Rate Changes for Proposed Restoration of the Forested Uplands of the Desert LCC,,,,,2012-09-19 00:00,2014-09-30 00:00,,$0.00 ,$0.00 ,"$135,332.00 ","$135,332.00 ","$135,332.00 ",0,,R12AC80912,,,,,,,,,,,,0,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,,$0.00 ,$0.00 ,,Research,0,,0,,0,Abe Springer,
